task,category,metric,model_key,llm_full,llm_demographics,llm_card,floor,ridge,beats_floor,beats_summary_reference,beats_ridge,delta_vs_floor,delta_vs_ridge
cimt,phenotype_recovery,r2,pixtral-large,0.0385726807840723,-0.1047923765309697,0.0129370473655329,0.324266424655624,0.3132421758212296,False,False,False,-0.2856937438715516,-0.2746694950371572
dbp,phenotype_recovery,r2,claude-haiku-4.5,0.1379778565590633,0.1402916162817424,0.0939186573328367,0.1678594825646537,0.2280744891579059,False,False,False,-0.0298816260055904,-0.0900966325988426
dbp,phenotype_recovery,r2,claude-opus-4.8,0.1164696675876805,0.1270934094129393,0.1015442879681451,0.1678594825646537,0.2280744891579059,False,False,False,-0.0513898149769732,-0.1116048215702254
dbp,phenotype_recovery,r2,claude-sonnet-5,0.1415625547209604,0.1484060693936731,0.1184901338243862,0.1678594825646537,0.2280744891579059,False,False,False,-0.0262969278436933,-0.0865119344369454
dbp,phenotype_recovery,r2,deepseek-v4-pro,0.1256595301481804,0.1398679701353363,0.0711069417571277,0.1678594825646537,0.2280744891579059,False,False,False,-0.0421999524164733,-0.1024149590097255
dbp,phenotype_recovery,r2,gemini-3.1-flash-lite,0.1386133257786723,0.1428009049950703,0.1234109467557177,0.1678594825646537,0.2280744891579059,False,False,False,-0.0292461567859814,-0.0894611633792336
dbp,phenotype_recovery,r2,gemini-3.7-flash,0.1413789077910262,0.182884348078102,0.1327800442243125,0.1678594825646537,0.2280744891579059,False,False,False,-0.0182947850430114,-0.0760139273454276
dbp,phenotype_recovery,r2,gpt-5.4-nano,0.1223355373071486,0.0255486869359259,0.1114510901610246,0.1678594825646537,0.2280744891579059,False,False,False,-0.0455239452575051,-0.1057389518507573
dbp,phenotype_recovery,r2,gpt-5.6-luna,0.1184249574941699,0.1418232600418257,0.1332199844532726,0.1678594825646537,0.2280744891579059,False,False,False,-0.0494345250704838,-0.109649531663736
dbp,phenotype_recovery,r2,llama-3.3-70b,0.1494397659909039,0.0467355565993423,0.1351987378386399,0.1678594825646537,0.2280744891579059,False,False,False,-0.0184197165737498,-0.078634723167002
dbp,phenotype_recovery,r2,llama-4-maverick,0.0928106597191594,0.0365634867424825,0.0842073841306063,0.1678594825646537,0.2280744891579059,False,False,False,-0.0750488228454943,-0.1352638294387464
dbp,phenotype_recovery,r2,nova-pro,0.13980279380512,0.0995238217314395,0.1485690102192139,0.1678594825646537,0.2280744891579059,False,False,False,-0.0280566887595337,-0.0882716953527859
dbp,phenotype_recovery,r2,pixtral-large,0.1367284263088166,0.1515059297461841,0.1618851862457085,0.1678594825646537,0.2280744891579059,False,False,False,-0.0311310562558371,-0.0913460628490893
femoral_neck_bmd,phenotype_recovery,r2,claude-haiku-4.5,-0.1973942659688152,-0.0093030171482657,-0.1954067199379083,0.2088879671883167,0.2150032477091045,False,False,False,-0.4062822331571319,-0.4123975136779197
femoral_neck_bmd,phenotype_recovery,r2,claude-opus-4.8,-0.3162445858644902,-0.1556604493952575,0.130637183137335,0.2088879671883167,0.2150032477091045,False,False,False,-0.5251325530528069,-0.5312478335735947
femoral_neck_bmd,phenotype_recovery,r2,gemini-3.1-flash-lite,-0.0110625390127361,0.0116239303589263,-0.0131520927450989,0.2088879671883167,0.2150032477091045,False,False,False,-0.2199505062010528,-0.2260657867218406
femoral_neck_bmd,phenotype_recovery,r2,gemini-3.1-pro,0.016387559751596,0.0538310596772292,0.1490108503529512,0.2088879671883167,0.2150032477091045,False,False,False,-0.1925004074367207,-0.1986156879575085
femoral_neck_bmd,phenotype_recovery,r2,gemini-3.7-flash,-0.0821621045327165,-0.0044559347355368,0.1934787611740075,0.2088879671883167,0.2150032477091045,False,False,False,-0.291775529840484,-0.298323403481758
femoral_neck_bmd,phenotype_recovery,r2,gpt-5.4-nano,-0.0932019929796585,-0.0078621338418698,-0.3473897574877267,0.2088879671883167,0.2150032477091045,False,False,False,-0.3020899601679753,-0.3082052406887631
femoral_neck_bmd,phenotype_recovery,r2,gpt-5.6-luna,-0.1130945916086882,-0.1604868427509613,0.0212627403888481,0.2088879671883167,0.2150032477091045,False,False,False,-0.321982558797005,-0.3280978393177928
femoral_neck_bmd,phenotype_recovery,r2,grok-4.3,-0.0138780996512533,-0.0883939465075085,0.1126960293213252,0.2088879671883167,0.2150032477091045,False,False,False,-0.22276606683957,-0.2288813473603578
femoral_neck_bmd,phenotype_recovery,r2,llama-3.3-70b,-0.2756247007702623,-0.1725861404089035,-0.0509099185626398,0.2088879671883167,0.2150032477091045,False,False,False,-0.484512667958579,-0.4906279484793668
femoral_neck_bmd,phenotype_recovery,r2,llama-4-maverick,-0.0448580067700865,-0.1544887150337155,0.0251505741902368,0.2088879671883167,0.2150032477091045,False,False,False,-0.2537459739584032,-0.259861254479191
femoral_neck_bmd,phenotype_recovery,r2,nova-pro,-0.2719134074062987,-0.446020431985932,-0.2243553866857159,0.2088879671883167,0.2150032477091045,False,False,False,-0.4808013745946154,-0.4869166551154033
femoral_neck_bmd,phenotype_recovery,r2,pixtral-large,-0.0880804440257183,-0.1572299509348107,0.0029296053203535,0.2088879671883167,0.2150032477091045,False,False,False,-0.296968411214035,-0.3030836917348228
ferritin,phenotype_recovery,r2,claude-haiku-4.5,0.2303128462224579,0.0982776051988059,0.1469613181695437,0.1950923916112369,0.2685960502981059,True,True,False,0.035220454611221,-0.038283204075648
ferritin,phenotype_recovery,r2,claude-opus-4.8,0.2366325764515829,0.2194538420566674,0.2434987450748208,0.1950923916112369,0.2685960502981059,True,True,False,0.041540184840346,-0.0319634738465229
ferritin,phenotype_recovery,r2,claude-sonnet-5,0.2561233346631005,0.1989938759381559,0.2203630656874102,0.1950923916112369,0.2685960502981059,True,True,False,0.0610309430518636,-0.0124727156350054
ferritin,phenotype_recovery,r2,deepseek-v4-pro,0.1552974451628836,0.1781245087876255,0.2057559540360052,0.1950923916112369,0.2685960502981059,False,False,False,-0.0397949464483532,-0.1132986051352222
ferritin,phenotype_recovery,r2,gemini-3.1-flash-lite,0.1690880347648325,0.1967085403947422,0.2260976988249036,0.1950923916112369,0.2685960502981059,False,False,False,-0.0260043568464043,-0.0995080155332733
ferritin,phenotype_recovery,r2,gemini-3.7-flash,0.2554335436034558,0.2215530900158024,0.2565494080409189,0.1950923916112369,0.2685960502981059,True,True,False,0.0644067329661272,-0.0089766843262454
ferritin,phenotype_recovery,r2,gpt-5.4-nano,0.1360983451925251,0.1583480601583514,0.1068464119230961,0.1950923916112369,0.2685960502981059,False,False,False,-0.0589940464187117,-0.1324977051055808
ferritin,phenotype_recovery,r2,gpt-5.6-luna,0.1548680679201279,0.1817489251343919,0.144108958719031,0.1950923916112369,0.2685960502981059,False,False,False,-0.0402243236911089,-0.1137279823779779
ferritin,phenotype_recovery,r2,llama-3.3-70b,0.0167383840874477,0.0899368110615228,0.0703054019638859,0.1950923916112369,0.2685960502981059,False,False,False,-0.1783540075237891,-0.2518576662106582
ferritin,phenotype_recovery,r2,llama-4-maverick,0.1480703882083752,0.1332290143094926,0.0772511535292926,0.1950923916112369,0.2685960502981059,False,False,False,-0.0470220034028616,-0.1205256620897307
ferritin,phenotype_recovery,r2,nova-pro,0.0816444884483977,0.0436992866458618,0.0046115735704843,0.1950923916112369,0.2685960502981059,False,False,False,-0.1134479031628391,-0.1869515618497081
ferritin,phenotype_recovery,r2,pixtral-large,0.0936858714513403,0.2195109467537941,0.180273100491262,0.1950923916112369,0.2685960502981059,False,False,False,-0.1014065201598966,-0.1749101788467656
fundus_artery_average_width,phenotype_recovery,r2,claude-haiku-4.5,-184.0562972000461,-184.13809074944936,-184.35143041344705,0.0722633045378269,0.0586135473547559,False,False,False,-184.12856050458396,-184.11491074740087
fundus_artery_average_width,phenotype_recovery,r2,claude-opus-4.8,-184.8975621986019,-184.89410403660543,-184.9087857408869,0.0722633045378269,0.0586135473547559,False,False,False,-184.9698255031397,-184.95617574595664
fundus_artery_average_width,phenotype_recovery,r2,gemini-3.1-flash-lite,-184.8369814539228,-184.19915860338548,-184.81329414994664,0.0722633045378269,0.0586135473547559,False,False,False,-184.9092447584606,-184.89559500127757
fundus_artery_average_width,phenotype_recovery,r2,gemini-3.1-pro,-184.8156164096106,-184.81068258660903,-184.99864340714976,0.0722633045378269,0.0586135473547559,False,False,False,-184.88787971414845,-184.87422995696537
fundus_artery_average_width,phenotype_recovery,r2,gemini-3.7-flash,-182.72821582328683,-184.8755154365959,-184.906896010266,0.0722633045378269,0.0586135473547559,False,False,False,-182.80838187311932,-182.79517851965468
fundus_artery_average_width,phenotype_recovery,r2,gpt-5.4-nano,-183.9669577439948,-184.3625446376191,-184.98478247127335,0.0722633045378269,0.0586135473547559,False,False,False,-184.0392210485326,-184.02557129134956
fundus_artery_average_width,phenotype_recovery,r2,gpt-5.6-luna,-184.87121980134955,-184.8564936904874,-184.84291353125496,0.0722633045378269,0.0586135473547559,False,False,False,-184.94348310588737,-184.9298333487043
fundus_artery_average_width,phenotype_recovery,r2,grok-4.3,-184.69543264725743,-184.57709298142103,-184.78670478993925,0.0722633045378269,0.0586135473547559,False,False,False,-184.76769595179528,-184.75404619461224
fundus_artery_average_width,phenotype_recovery,r2,llama-3.3-70b,-184.89202388175957,-184.86201076633355,-184.8823722558957,0.0722633045378269,0.0586135473547559,False,False,False,-184.96428718629733,-184.9506374291143
fundus_artery_average_width,phenotype_recovery,r2,llama-4-maverick,-184.9355817540719,-184.9350505441404,-184.9120392831384,0.0722633045378269,0.0586135473547559,False,False,False,-185.0078450586097,-184.99419530142663
fundus_artery_average_width,phenotype_recovery,r2,nova-pro,-184.0159969047782,-183.07735246740853,-183.8509214418047,0.0722633045378269,0.0586135473547559,False,False,False,-184.088260209316,-184.07461045213296
fundus_artery_average_width,phenotype_recovery,r2,pixtral-large,-184.8995052327633,-183.92357533789527,-184.88293541016023,0.0722633045378269,0.0586135473547559,False,False,False,-184.97176853730107,-184.958118780118
gut_shannon_diversity,phenotype_recovery,r2,claude-haiku-4.5,-0.0190300975542927,-0.1097379896909929,-0.1084787482860987,-0.0461913859309228,-0.0456036165935691,True,True,True,0.0271612883766301,0.0265735190392764
gut_shannon_diversity,phenotype_recovery,r2,claude-opus-4.8,-1.1948783293089045,-0.7612779076834288,-0.2325640577672614,-0.0461913859309228,-0.0456036165935691,False,False,False,-1.1486869433779814,-1.149274712715335
gut_shannon_diversity,phenotype_recovery,r2,gemini-3.1-flash-lite,-6.101704182859282,-4.586072128104062,-4.520470105531928,-0.0461913859309228,-0.0456036165935691,False,False,False,-6.055512796928359,-6.056100566265713
gut_shannon_diversity,phenotype_recovery,r2,gemini-3.1-pro,-2.939058749058623,-3.5332221053048425,-1.8712974158048368,-0.0461913859309228,-0.0456036165935691,False,False,False,-2.8928673631277,-2.893455132465053
gut_shannon_diversity,phenotype_recovery,r2,gemini-3.7-flash,-3.528974973524573,-4.371154846259254,-2.63444458619424,-0.0461913859309228,-0.0456036165935691,False,False,False,-3.48297291447183,-3.4833693331290303
gut_shannon_diversity,phenotype_recovery,r2,gpt-5.4-nano,-1.409075456601967,-2.24114556549838,-0.8330162255750613,-0.0461913859309228,-0.0456036165935691,False,False,False,-1.362884070671044,-1.3634718400083978
gut_shannon_diversity,phenotype_recovery,r2,gpt-5.6-luna,-0.5918284596391836,-0.2121860737289806,-0.6597033690279821,-0.0461913859309228,-0.0456036165935691,False,False,False,-0.5456370737082608,-0.5462248430456145
gut_shannon_diversity,phenotype_recovery,r2,grok-4.3,-0.5058147315346855,-0.7094954078005791,-0.1862206994169264,-0.0461913859309228,-0.0456036165935691,False,False,False,-0.4596233456037626,-0.4602111149411163
gut_shannon_diversity,phenotype_recovery,r2,llama-3.3-70b,-5.872541719375519,-5.948831627892784,-6.405523893668579,-0.0461913859309228,-0.0456036165935691,False,False,False,-5.826350333444596,-5.82693810278195
gut_shannon_diversity,phenotype_recovery,r2,llama-4-maverick,-1.7521158065222195,-1.3222844848181614,-1.7175213563176657,-0.0461913859309228,-0.0456036165935691,False,False,False,-1.705924420591297,-1.7065121899286504
gut_shannon_diversity,phenotype_recovery,r2,nova-pro,-0.4283424773910484,-0.2848827466007453,-0.1142631185716205,-0.0461913859309228,-0.0456036165935691,False,False,False,-0.3821510914601256,-0.3827388607974793
gut_shannon_diversity,phenotype_recovery,r2,pixtral-large,-2.5164042802869315,-2.59692348804439,-2.647257379506147,-0.0461913859309228,-0.0456036165935691,False,False,False,-2.470212894356009,-2.470800663693362
hba1c,phenotype_recovery,r2,claude-haiku-4.5,-0.1165777631957547,-0.0203280079309808,,0.1361857310677848,0.2664581508859794,False,False,False,-0.2527634942635396,-0.3830359140817342
hba1c,phenotype_recovery,r2,claude-opus-4.8,0.2258269314440913,0.1099994980907936,,0.1361857310677848,0.2664581508859794,True,True,False,0.0896412003763065,-0.040631219441888
hba1c,phenotype_recovery,r2,claude-sonnet-5,0.1192262325112218,0.0365918311609733,,0.1361857310677848,0.2664581508859794,False,False,False,-0.0169594985565629,-0.1472319183747575
hba1c,phenotype_recovery,r2,deepseek-v4-pro,-1.0772665116462457,0.0205175831455105,,0.1361857310677848,0.2664581508859794,False,False,False,-1.2134522427140304,-1.343724662532225
hba1c,phenotype_recovery,r2,gemini-3.1-flash-lite,-0.6231196798996306,0.044222746735101,,0.1361857310677848,0.2664581508859794,False,False,False,-0.7593054109674154,-0.88957783078561
hba1c,phenotype_recovery,r2,gemini-3.1-pro,-0.0922632869557593,0.0761101087729952,,0.1361857310677848,0.2664581508859794,False,False,False,-0.2284490180235442,-0.3587214378417388
hba1c,phenotype_recovery,r2,gemini-3.7-flash,0.0556168932976861,0.103865750743377,,0.1361857310677848,0.2664581508859794,False,False,False,-0.0805688377700987,-0.2108412575882933
hba1c,phenotype_recovery,r2,gpt-5.4-nano,-1.0365586236215267,-0.6458673521814402,,0.1361857310677848,0.2664581508859794,False,False,False,-1.1727443546893117,-1.303016774507506
hba1c,phenotype_recovery,r2,gpt-5.6-luna,-0.7420517062811851,0.0414953472523329,,0.1361857310677848,0.2664581508859794,False,False,False,-0.87823743734897,-1.0085098571671645
hba1c,phenotype_recovery,r2,grok-4.3,-0.8796432072092097,0.0358084291818803,,0.1361857310677848,0.2664581508859794,False,False,False,-1.0158289382769947,-1.146101358095189
hba1c,phenotype_recovery,r2,llama-3.3-70b,-0.664756044344015,-0.8756362511605895,,0.1361857310677848,0.2664581508859794,False,False,False,-0.8009417754117999,-0.9312141952299944
hba1c,phenotype_recovery,r2,llama-4-maverick,-0.380874379031223,0.0978422599707956,,0.1361857310677848,0.2664581508859794,False,False,False,-0.5170601100990079,-0.6473325299172025
hba1c,phenotype_recovery,r2,nova-pro,0.0127996229070391,-0.0893037683680746,,0.1361857310677848,0.2664581508859794,False,False,False,-0.1233861081607456,-0.2536585279789403
hba1c,phenotype_recovery,r2,pixtral-large,0.0042402309132462,-1.633156950055353,,0.1361857310677848,0.2664581508859794,False,False,False,-0.1319455001545386,-0.2622179199727332
hemoglobin,phenotype_recovery,r2,claude-haiku-4.5,0.1486005847733446,0.2295140302986293,0.1739021199313534,0.3248940101379031,0.378700762483422,False,False,False,-0.1762934253645585,-0.2301001777100774
hemoglobin,phenotype_recovery,r2,claude-opus-4.8,0.2724430062241868,0.2763306013465396,0.2790693799433746,0.3248940101379031,0.378700762483422,False,False,False,-0.0524510039137162,-0.1062577562592351
hemoglobin,phenotype_recovery,r2,claude-sonnet-5,0.2297437936037331,0.2270142055391022,0.2321425225090146,0.3248940101379031,0.378700762483422,False,False,False,-0.09515021653417,-0.1489569688796889
hemoglobin,phenotype_recovery,r2,deepseek-v4-pro,0.2734172026378261,0.2757607883498827,0.2224373205014387,0.3248940101379031,0.378700762483422,False,False,False,-0.0514768075000769,-0.1052835598455959
hemoglobin,phenotype_recovery,r2,gemini-3.1-flash-lite,0.2213987903623703,0.2893627760120161,0.2200477821283611,0.3248940101379031,0.378700762483422,False,False,False,-0.1034952197755327,-0.1573019721210516
hemoglobin,phenotype_recovery,r2,gemini-3.7-flash,0.287460335845758,0.2985533082161602,0.299242598131471,0.3248940101379031,0.378700762483422,False,False,False,-0.037433674292145,-0.0912404266376639
hemoglobin,phenotype_recovery,r2,gpt-5.4-nano,-0.0937077967889146,-0.1033210934744492,-0.0606494524506082,0.3248940101379031,0.378700762483422,False,False,False,-0.4186018069268177,-0.4724085592723366
hemoglobin,phenotype_recovery,r2,gpt-5.6-luna,0.2559827630465645,0.2396603778520046,0.2692355104849403,0.3248940101379031,0.378700762483422,False,False,False,-0.0689112470913385,-0.1227179994368574
hemoglobin,phenotype_recovery,r2,llama-3.3-70b,0.2691160335662865,0.2694928453866563,0.2455698900592692,0.3248940101379031,0.378700762483422,False,False,False,-0.0557779765716165,-0.1095847289171354
hemoglobin,phenotype_recovery,r2,llama-4-maverick,0.297827256172033,0.2704210891392752,0.1728176371312645,0.3248940101379031,0.378700762483422,False,False,False,-0.0270667539658701,-0.080873506311389
hemoglobin,phenotype_recovery,r2,nova-pro,0.2410665292792387,0.2433274002014582,0.2736929186039505,0.3248940101379031,0.378700762483422,False,False,False,-0.0838274808586643,-0.1376342332041832
hemoglobin,phenotype_recovery,r2,pixtral-large,0.1204499846320515,0.2644472432065813,0.1366809531983204,0.3248940101379031,0.378700762483422,False,False,False,-0.2044440255058515,-0.2582507778513704
liver_attenuation,phenotype_recovery,r2,claude-haiku-4.5,-4.302063127610577,-4.29232984686309,-0.2135822172754333,0.0831822872260376,0.1939713434321546,False,False,False,-4.385245414836614,-4.496034471042732
liver_attenuation,phenotype_recovery,r2,claude-opus-4.8,-2.147939002847166,-2.537956592362903,-3.098069124552309,0.0831822872260376,0.1939713434321546,False,False,False,-2.231121290073204,-2.3419103462793207
liver_attenuation,phenotype_recovery,r2,gemini-3.1-flash-lite,-2.2992737833389105,-3.227468452900345,-2.123444481419011,0.0831822872260376,0.1939713434321546,False,False,False,-2.382456070564948,-2.493245126771065
liver_attenuation,phenotype_recovery,r2,gemini-3.1-pro,-4.070757932972395,-6.3038795446014335,-1.4959905520217442,0.0831822872260376,0.1939713434321546,False,False,False,-4.153940220198432,-4.26472927640455
liver_attenuation,phenotype_recovery,r2,gemini-3.7-flash,-74.99242565857779,-123.1039990011006,-2.296132560861726,0.0831822872260376,0.1939713434321546,False,False,False,-75.07751935019151,-75.18674157452526
liver_attenuation,phenotype_recovery,r2,gpt-5.4-nano,-40556.3354248789,-7.628240984649093,-1.728873872784828,0.0831822872260376,0.1939713434321546,False,False,False,-40556.41860716613,-40556.52939622234
liver_attenuation,phenotype_recovery,r2,gpt-5.6-luna,-3.1446373720322605,-4.232587502690946,-0.8380622556639978,0.0831822872260376,0.1939713434321546,False,False,False,-3.227819659258298,-3.338608715464415
liver_attenuation,phenotype_recovery,r2,grok-4.3,-2.432969622686042,-2.627017012988773,-1.0528517341645602,0.0831822872260376,0.1939713434321546,False,False,False,-2.51615190991208,-2.626940966118197
liver_attenuation,phenotype_recovery,r2,llama-3.3-70b,-10.094654726856426,-10.231998793010394,-4.247139328539799,0.0831822872260376,0.1939713434321546,False,False,False,-10.177837014082463,-10.28862607028858
liver_attenuation,phenotype_recovery,r2,llama-4-maverick,-2.892703714277239,-5.053755161438823,-3.7010575900818186,0.0831822872260376,0.1939713434321546,False,False,False,-2.9758860015032766,-3.0866750577093938
liver_attenuation,phenotype_recovery,r2,nova-pro,-2.391232946110394,-3.0141478841769924,-1.4161153264352224,0.0831822872260376,0.1939713434321546,False,False,False,-2.4744152333364315,-2.5852042895425487
liver_attenuation,phenotype_recovery,r2,pixtral-large,-6.692782926973748,-62692.30071897696,-1.9363438520203724,0.0831822872260376,0.1939713434321546,False,False,False,-6.775965214199785,-6.886754270405902
liver_stiffness,phenotype_recovery,r2,claude-haiku-4.5,-1.131480909430023,-1.5134990246786706,-2.0640435227944867,0.1592200893938703,0.0830602714943886,False,False,False,-1.2907009988238936,-1.2145411809244118
liver_stiffness,phenotype_recovery,r2,claude-opus-4.8,-0.2007137874524154,-0.1855692079284985,-0.0926720448694233,0.1592200893938703,0.0830602714943886,False,False,False,-0.3599338768462857,-0.2837740589468041
liver_stiffness,phenotype_recovery,r2,claude-sonnet-5,-0.5578136048452165,-0.8216883868387337,-0.3988579717184191,0.1592200893938703,0.0830602714943886,False,False,False,-0.7170336942390868,-0.6408738763396051
liver_stiffness,phenotype_recovery,r2,deepseek-v4-pro,-1.1501852457904884,-0.7009533007990991,-0.8594873837741999,0.1592200893938703,0.0830602714943886,False,False,False,-1.3094053351843589,-1.233245517284877
liver_stiffness,phenotype_recovery,r2,gemini-3.1-flash-lite,-0.282759937347447,-0.4018400487174582,-0.1316732403856537,0.1592200893938703,0.0830602714943886,False,False,False,-0.4419800267413173,-0.3658202088418356
