comparison_id,task,predictor,method,full_model_r2,demographics_ridge_r2,delta_r2,rank_in_cell,split,test_n
cell-007,absolute_eosinophil_count,hpp_curated_panel,GBDT,0.0015900025209805158,0.009945140421303011,-0.008355137900322496,2.0,test,696
cell-007,absolute_eosinophil_count,hpp_curated_panel,RealMLP,0.00010633010427441025,0.009945140421303011,-0.009838810317028601,3.0,test,696
cell-007,absolute_eosinophil_count,hpp_curated_panel,TabSwift,-0.007638585290028477,0.009945140421303011,-0.017583725711331488,5.0,test,696
cell-007,absolute_eosinophil_count,hpp_curated_panel,TabICL,-0.02322722001679467,0.009945140421303011,-0.03317236043809768,6.0,test,696
cell-007,absolute_eosinophil_count,hpp_curated_panel,TabDPT,0.0016824348805631884,0.009945140421303011,-0.008262705540739823,1.0,test,696
cell-008,absolute_eosinophil_count,hpp_curated_panel,Ridge,0.007297922385036237,0.007707955273931977,-0.0004100328888957394,3.0,test,749
cell-008,absolute_eosinophil_count,hpp_curated_panel,GBDT,0.0014942555737055274,0.007707955273931977,-0.006213699700226449,6.0,test,749
cell-008,absolute_eosinophil_count,hpp_curated_panel,RealMLP,0.0066629431994859045,0.007707955273931977,-0.0010450120744460722,4.0,test,749
cell-008,absolute_eosinophil_count,hpp_curated_panel,TabSwift,0.009143715423125198,0.007707955273931977,0.0014357601491932215,2.0,test,749
cell-008,absolute_eosinophil_count,hpp_curated_panel,TabICL,0.002502639221124925,0.007707955273931977,-0.005205316052807052,5.0,test,749
cell-008,absolute_eosinophil_count,hpp_curated_panel,TabDPT,0.010444059297131658,0.007707955273931977,0.0027361040231996814,1.0,test,749
cell-009,absolute_lymphocyte_count,hpp_curated_panel,Ridge,0.10333785323653921,0.03828068725628231,0.0650571659802569,1.0,test,438
cell-009,absolute_lymphocyte_count,hpp_curated_panel,GBDT,0.07545622126457652,0.03828068725628231,0.03717553400829421,6.0,test,438
cell-009,absolute_lymphocyte_count,hpp_curated_panel,RealMLP,0.09952761797659804,0.03828068725628231,0.06124693072031573,2.0,test,438
cell-009,absolute_lymphocyte_count,hpp_curated_panel,TabSwift,0.07965947767693693,0.03828068725628231,0.04137879042065462,5.0,test,438
cell-009,absolute_lymphocyte_count,hpp_curated_panel,TabICL,0.0920457464355613,0.03828068725628231,0.053765059179278984,4.0,test,438
cell-009,absolute_lymphocyte_count,hpp_curated_panel,TabDPT,0.09871589111108336,0.03828068725628231,0.060435203854801056,3.0,test,438
cell-010,absolute_lymphocyte_count,hpp_curated_panel,Ridge,0.04586761787793592,0.0384795826151384,0.007388035262797521,4.0,test,687
cell-010,absolute_lymphocyte_count,hpp_curated_panel,GBDT,0.046703858159698686,0.0384795826151384,0.008224275544560289,3.0,test,687
cell-010,absolute_lymphocyte_count,hpp_curated_panel,RealMLP,0.037447254175156375,0.0384795826151384,-0.001032328439982022,6.0,test,687
cell-010,absolute_lymphocyte_count,hpp_curated_panel,TabSwift,0.04923948367163389,0.0384795826151384,0.010759901056495491,1.0,test,687
cell-010,absolute_lymphocyte_count,hpp_curated_panel,TabICL,0.042328355515847904,0.0384795826151384,0.0038487729007095073,5.0,test,687
cell-010,absolute_lymphocyte_count,hpp_curated_panel,TabDPT,0.04850920316377194,0.0384795826151384,0.010029620548633544,2.0,test,687
cell-011,absolute_lymphocyte_count,hpp_curated_panel,Ridge,0.018511418954935133,0.003803682792301144,0.014707736162633989,4.0,test,696
cell-011,absolute_lymphocyte_count,hpp_curated_panel,GBDT,0.01611432691054049,0.003803682792301144,0.012310644118239344,5.0,test,696
cell-011,absolute_lymphocyte_count,hpp_curated_panel,RealMLP,0.015109950877440825,0.003803682792301144,0.011306268085139681,6.0,test,696
cell-011,absolute_lymphocyte_count,hpp_curated_panel,TabSwift,0.01957919276920117,0.003803682792301144,0.015775509976900026,2.0,test,696
cell-011,absolute_lymphocyte_count,hpp_curated_panel,TabICL,0.01922026387865572,0.003803682792301144,0.015416581086354575,3.0,test,696
cell-011,absolute_lymphocyte_count,hpp_curated_panel,TabDPT,0.021328706941712294,0.003803682792301144,0.01752502414941115,1.0,test,696
cell-012,absolute_lymphocyte_count,hpp_curated_panel,Ridge,0.006556814827330837,0.004547064546655544,0.002009750280675293,2.0,test,749
cell-012,absolute_lymphocyte_count,hpp_curated_panel,GBDT,0.0055921295250661585,0.004547064546655544,0.0010450649784106147,3.0,test,749
cell-012,absolute_lymphocyte_count,hpp_curated_panel,RealMLP,0.0020626170253217335,0.004547064546655544,-0.00248444752133381,4.0,test,749
cell-012,absolute_lymphocyte_count,hpp_curated_panel,TabSwift,0.00712661458360897,0.004547064546655544,0.0025795500369534263,1.0,test,749
cell-012,absolute_lymphocyte_count,hpp_curated_panel,TabICL,0.001962345700493029,0.004547064546655544,-0.002584718846162515,5.0,test,749
cell-012,absolute_lymphocyte_count,hpp_curated_panel,TabDPT,0.0009663043140502037,0.004547064546655544,-0.00358076023260534,6.0,test,749
cell-013,absolute_monocyte_count,hpp_curated_panel,Ridge,0.14824018212273404,0.07496742602296935,0.07327275609976469,5.0,test,438
cell-013,absolute_monocyte_count,hpp_curated_panel,GBDT,0.09052862771985293,0.07496742602296935,0.015561201696883575,6.0,test,438
cell-013,absolute_monocyte_count,hpp_curated_panel,RealMLP,0.16219767119691575,0.07496742602296935,0.0872302451739464,1.0,test,438
cell-013,absolute_monocyte_count,hpp_curated_panel,TabSwift,0.14874431930889898,0.07496742602296935,0.07377689328592962,4.0,test,438
cell-013,absolute_monocyte_count,hpp_curated_panel,TabICL,0.15978162097914916,0.07496742602296935,0.08481419495617981,2.0,test,438
cell-013,absolute_monocyte_count,hpp_curated_panel,TabDPT,0.15567626685078206,0.07496742602296935,0.08070884082781271,3.0,test,438
cell-014,absolute_monocyte_count,hpp_curated_panel,Ridge,0.07852339813204623,0.0568002775289117,0.021723120603134527,3.0,test,687
cell-014,absolute_monocyte_count,hpp_curated_panel,GBDT,0.07020903894314812,0.0568002775289117,0.013408761414236414,5.0,test,687
cell-014,absolute_monocyte_count,hpp_curated_panel,RealMLP,0.0718361884732831,0.0568002775289117,0.0150359109443714,4.0,test,687
cell-014,absolute_monocyte_count,hpp_curated_panel,TabSwift,0.06967337844082,0.0568002775289117,0.012873100911908297,6.0,test,687
cell-014,absolute_monocyte_count,hpp_curated_panel,TabICL,0.08240754130148209,0.0568002775289117,0.025607263772570388,1.0,test,687
cell-014,absolute_monocyte_count,hpp_curated_panel,TabDPT,0.08145794290494945,0.0568002775289117,0.024657665376037752,2.0,test,687
cell-015,absolute_monocyte_count,hpp_curated_panel,Ridge,0.07209387977994552,0.04710857658364631,0.024985303196299213,6.0,test,696
cell-015,absolute_monocyte_count,hpp_curated_panel,GBDT,0.07209543698848098,0.04710857658364631,0.024986860404834665,5.0,test,696
cell-015,absolute_monocyte_count,hpp_curated_panel,RealMLP,0.081344031362656,0.04710857658364631,0.03423545477900969,4.0,test,696
cell-015,absolute_monocyte_count,hpp_curated_panel,TabSwift,0.08684500726461863,0.04710857658364631,0.03973643068097232,2.0,test,696
cell-015,absolute_monocyte_count,hpp_curated_panel,TabICL,0.08826494070800883,0.04710857658364631,0.04115636412436252,1.0,test,696
cell-015,absolute_monocyte_count,hpp_curated_panel,TabDPT,0.08560168732226847,0.04710857658364631,0.03849311073862216,3.0,test,696
cell-016,absolute_monocyte_count,hpp_curated_panel,Ridge,0.037313356124340724,0.03921798987414471,-0.0019046337498039856,5.0,test,749
cell-016,absolute_monocyte_count,hpp_curated_panel,GBDT,0.04015690405271655,0.03921798987414471,0.0009389141785718369,3.0,test,749
cell-016,absolute_monocyte_count,hpp_curated_panel,RealMLP,0.030163634372668002,0.03921798987414471,-0.009054355501476707,6.0,test,749
cell-016,absolute_monocyte_count,hpp_curated_panel,TabSwift,0.04159835506005938,0.03921798987414471,0.002380365185914668,2.0,test,749
cell-016,absolute_monocyte_count,hpp_curated_panel,TabICL,0.03901647873212677,0.03921798987414471,-0.00020151114201794051,4.0,test,749
cell-016,absolute_monocyte_count,hpp_curated_panel,TabDPT,0.04325803488073887,0.03921798987414471,0.004040045006594162,1.0,test,749
cell-017,absolute_neutrophil_count,hpp_curated_panel,Ridge,0.16821459911785697,0.04853480492381956,0.1196797941940374,2.0,test,438
cell-017,absolute_neutrophil_count,hpp_curated_panel,GBDT,0.09992387345241371,0.04853480492381956,0.05138906852859415,6.0,test,438
cell-017,absolute_neutrophil_count,hpp_curated_panel,RealMLP,0.1388879716744209,0.04853480492381956,0.09035316675060134,5.0,test,438
cell-017,absolute_neutrophil_count,hpp_curated_panel,TabSwift,0.1512743491069949,0.04853480492381956,0.10273954418317532,4.0,test,438
cell-017,absolute_neutrophil_count,hpp_curated_panel,TabICL,0.17635082095896681,0.04853480492381956,0.12781601603514725,1.0,test,438
cell-017,absolute_neutrophil_count,hpp_curated_panel,TabDPT,0.16797464196604506,0.04853480492381956,0.1194398370422255,3.0,test,438
cell-018,absolute_neutrophil_count,hpp_curated_panel,Ridge,0.057017929815654456,0.03406219854053516,0.022955731275119295,4.0,test,687
cell-018,absolute_neutrophil_count,hpp_curated_panel,GBDT,0.04874710243850222,0.03406219854053516,0.014684903897967061,6.0,test,687
cell-018,absolute_neutrophil_count,hpp_curated_panel,RealMLP,0.05428067150204041,0.03406219854053516,0.02021847296150525,5.0,test,687
cell-018,absolute_neutrophil_count,hpp_curated_panel,TabSwift,0.06461079677511528,0.03406219854053516,0.030548598234580115,3.0,test,687
cell-018,absolute_neutrophil_count,hpp_curated_panel,TabICL,0.06848575684660807,0.03406219854053516,0.03442355830607291,1.0,test,687
cell-018,absolute_neutrophil_count,hpp_curated_panel,TabDPT,0.06730879695539982,0.03406219854053516,0.03324659841486466,2.0,test,687
cell-019,absolute_neutrophil_count,hpp_curated_panel,Ridge,0.05447459571374369,0.021991570557114315,0.032483025156629375,4.0,test,696
cell-019,absolute_neutrophil_count,hpp_curated_panel,GBDT,0.03902354430934274,0.021991570557114315,0.017031973752228424,6.0,test,696
cell-019,absolute_neutrophil_count,hpp_curated_panel,RealMLP,0.05183392169428913,0.021991570557114315,0.029842351137174816,5.0,test,696
cell-019,absolute_neutrophil_count,hpp_curated_panel,TabSwift,0.0613957860378368,0.021991570557114315,0.03940421548072248,3.0,test,696
cell-019,absolute_neutrophil_count,hpp_curated_panel,TabICL,0.06784384656052922,0.021991570557114315,0.045852276003414905,1.0,test,696
cell-019,absolute_neutrophil_count,hpp_curated_panel,TabDPT,0.06463966617564154,0.021991570557114315,0.042648095618527226,2.0,test,696
cell-020,absolute_neutrophil_count,hpp_curated_panel,Ridge,0.03206290217762109,0.01711392186565952,0.014948980311961568,3.0,test,749
cell-020,absolute_neutrophil_count,hpp_curated_panel,GBDT,0.0284169307523795,0.01711392186565952,0.011303008886719978,5.0,test,749
cell-020,absolute_neutrophil_count,hpp_curated_panel,RealMLP,0.027078426475438788,0.01711392186565952,0.009964504609779268,6.0,test,749
cell-020,absolute_neutrophil_count,hpp_curated_panel,TabSwift,0.03595748271831667,0.01711392186565952,0.01884356085265715,2.0,test,749
cell-020,absolute_neutrophil_count,hpp_curated_panel,TabICL,0.03167896692065841,0.01711392186565952,0.014565045054998893,4.0,test,749
cell-020,absolute_neutrophil_count,hpp_curated_panel,TabDPT,0.036909444380647805,0.01711392186565952,0.019795522514988284,1.0,test,749
cell-021,albumin,hpp_curated_panel,Ridge,0.11590228410742154,0.09831524540101166,0.017587038706409874,5.0,test,402
cell-021,albumin,hpp_curated_panel,GBDT,0.11480211782800531,0.09831524540101166,0.01648687242699365,6.0,test,402
cell-021,albumin,hpp_curated_panel,RealMLP,0.12490491156043848,0.09831524540101166,0.026589666159426817,4.0,test,402
cell-021,albumin,hpp_curated_panel,TabSwift,0.12715758606572325,0.09831524540101166,0.028842340664711585,2.0,test,402
cell-021,albumin,hpp_curated_panel,TabICL,0.12903972911912032,0.09831524540101166,0.030724483718108653,1.0,test,402
cell-021,albumin,hpp_curated_panel,TabDPT,0.12608046794315442,0.09831524540101166,0.027765222542142753,3.0,test,402
cell-022,albumin,hpp_curated_panel,Ridge,0.1400611869524755,0.10106311197635853,0.03899807497611696,5.0,test,614
cell-022,albumin,hpp_curated_panel,GBDT,0.12695660218353977,0.10106311197635853,0.025893490207181236,6.0,test,614
cell-022,albumin,hpp_curated_panel,RealMLP,0.14597282679750057,0.10106311197635853,0.04490971482114203,3.0,test,614
cell-022,albumin,hpp_curated_panel,TabSwift,0.14347718929683462,0.10106311197635853,0.042414077320476085,4.0,test,614
cell-022,albumin,hpp_curated_panel,TabICL,0.16366665675841585,0.10106311197635853,0.06260354478205732,1.0,test,614
cell-022,albumin,hpp_curated_panel,TabDPT,0.16304193275626655,0.10106311197635853,0.06197882077990802,2.0,test,614
cell-023,alt,hpp_curated_panel,Ridge,0.16783532973796922,0.15558145425451253,0.012253875483456689,5.0,test,570
cell-023,alt,hpp_curated_panel,GBDT,0.14442211656502735,0.15558145425451253,-0.011159337689485183,6.0,test,570
cell-023,alt,hpp_curated_panel,RealMLP,0.17344422433883622,0.15558145425451253,0.017862770084323687,2.0,test,570
cell-023,alt,hpp_curated_panel,TabSwift,0.17728769630202013,0.15558145425451253,0.021706242047507596,1.0,test,570
cell-023,alt,hpp_curated_panel,TabICL,0.16883893210701817,0.15558145425451253,0.01325747785250564,4.0,test,570
cell-023,alt,hpp_curated_panel,TabDPT,0.1731119383170011,0.15558145425451253,0.017530484062488583,3.0,test,570
cell-024,alt,hpp_curated_panel,Ridge,0.18593760530410341,0.16542277840115527,0.020514826902948147,6.0,test,831
cell-024,alt,hpp_curated_panel,GBDT,0.1926358052641639,0.16542277840115527,0.027213026863008638,5.0,test,831
cell-024,alt,hpp_curated_panel,RealMLP,0.2072354478726509,0.16542277840115527,0.041812669471495645,2.0,test,831
cell-024,alt,hpp_curated_panel,TabSwift,0.20010290107134132,0.16542277840115527,0.03468012267018605,3.0,test,831
cell-024,alt,hpp_curated_panel,TabICL,0.19432516905851605,0.16542277840115527,0.028902390657360777,4.0,test,831
cell-024,alt,hpp_curated_panel,TabDPT,0.21098075833715157,0.16542277840115527,0.04555797993599631,1.0,test,831
cell-025,apob,hpp_curated_panel,Ridge,0.01919064206582044,0.01654368194802114,0.002646960117799302,6.0,test,1006
cell-025,apob,hpp_curated_panel,GBDT,0.03609865227214415,0.01654368194802114,0.01955497032412301,5.0,test,1006
cell-025,apob,hpp_curated_panel,RealMLP,0.04713723222187538,0.01654368194802114,0.030593550273854242,4.0,test,1006
cell-025,apob,hpp_curated_panel,TabSwift,0.05731913764512864,0.01654368194802114,0.0407754556971075,1.0,test,1006
cell-025,apob,hpp_curated_panel,TabICL,0.056492145868534904,0.01654368194802114,0.039948463920513766,2.0,test,1006
cell-025,apob,hpp_curated_panel,TabDPT,0.05185192861975518,0.01654368194802114,0.035308246671734045,3.0,test,1006
cell-026,apob,cgm_iglu,Ridge,0.054930486060474015,0.021492244668156246,0.03343824139231777,6.0,test,1400
cell-026,apob,cgm_iglu,GBDT,0.0829413809390036,0.021492244668156246,0.06144913627084736,5.0,test,1400
cell-026,apob,cgm_iglu,RealMLP,0.10309236095105989,0.021492244668156246,0.08160011628290365,1.0,test,1400
cell-026,apob,cgm_iglu,TabSwift,0.08842108320806064,0.021492244668156246,0.06692883853990439,3.0,test,1400
cell-026,apob,cgm_iglu,TabICL,0.08542731151843175,0.021492244668156246,0.0639350668502755,4.0,test,1400
cell-026,apob,cgm_iglu,TabDPT,0.09936257516366043,0.021492244668156246,0.07787033049550418,2.0,test,1400
cell-027,cgm_coefficient_of_variation,hpp_curated_panel,Ridge,0.032640693194631254,0.020060940853062315,0.01257975234156894,6.0,test,1171
cell-027,cgm_coefficient_of_variation,hpp_curated_panel,GBDT,0.03726308295685288,0.020060940853062315,0.017202142103790563,4.0,test,1171
cell-027,cgm_coefficient_of_variation,hpp_curated_panel,RealMLP,0.04218896124510452,0.020060940853062315,0.022128020392042203,1.0,test,1171
cell-027,cgm_coefficient_of_variation,hpp_curated_panel,TabSwift,0.03517829202956135,0.020060940853062315,0.015117351176499039,5.0,test,1171
cell-027,cgm_coefficient_of_variation,hpp_curated_panel,TabICL,0.038022616576974366,0.020060940853062315,0.01796167572391205,3.0,test,1171
cell-027,cgm_coefficient_of_variation,hpp_curated_panel,TabDPT,0.041044577034992535,0.020060940853062315,0.02098363618193022,2.0,test,1171
cell-028,cgm_coefficient_of_variation,hpp_curated_panel,Ridge,0.058483211835557936,0.01961329706117043,0.038869914774387504,5.0,test,1385
cell-028,cgm_coefficient_of_variation,hpp_curated_panel,GBDT,0.051704286602450966,0.01961329706117043,0.032090989541280535,6.0,test,1385
cell-028,cgm_coefficient_of_variation,hpp_curated_panel,RealMLP,0.0641798823825378,0.01961329706117043,0.04456658532136737,4.0,test,1385
cell-028,cgm_coefficient_of_variation,hpp_curated_panel,TabSwift,0.06488726598283145,0.01961329706117043,0.04527396892166102,3.0,test,1385
cell-028,cgm_coefficient_of_variation,hpp_curated_panel,TabICL,0.07052028812622946,0.01961329706117043,0.050906991065059026,2.0,test,1385
cell-028,cgm_coefficient_of_variation,hpp_curated_panel,TabDPT,0.07230613007285669,0.01961329706117043,0.05269283301168626,1.0,test,1385
cell-029,cgm_mean_glucose,hpp_curated_panel,Ridge,0.07626852217282887,0.051201972556542574,0.025066549616286293,4.0,test,1171
cell-029,cgm_mean_glucose,hpp_curated_panel,GBDT,0.06615365443718724,0.051201972556542574,0.014951681880644663,6.0,test,1171
cell-029,cgm_mean_glucose,hpp_curated_panel,RealMLP,0.07096706328164204,0.051201972556542574,0.019765090725099466,5.0,test,1171
cell-029,cgm_mean_glucose,hpp_curated_panel,TabSwift,0.08149596768247469,0.051201972556542574,0.030293995125932116,2.0,test,1171
cell-029,cgm_mean_glucose,hpp_curated_panel,TabICL,0.08141706353701061,0.051201972556542574,0.03021509098046804,3.0,test,1171
cell-029,cgm_mean_glucose,hpp_curated_panel,TabDPT,0.08366387024040078,0.051201972556542574,0.03246189768385821,1.0,test,1171
cell-030,cgm_mean_glucose,hpp_curated_panel,Ridge,0.13360040925660677,0.04857365383117729,0.08502675542542948,4.0,test,1385
cell-030,cgm_mean_glucose,hpp_curated_panel,GBDT,0.11945023249749598,0.04857365383117729,0.07087657866631869,6.0,test,1385
cell-030,cgm_mean_glucose,hpp_curated_panel,RealMLP,0.1215773931542996,0.04857365383117729,0.07300373932312232,5.0,test,1385
cell-030,cgm_mean_glucose,hpp_curated_panel,TabSwift,0.15819026128215363,0.04857365383117729,0.10961660745097634,3.0,test,1385
cell-030,cgm_mean_glucose,hpp_curated_panel,TabICL,0.16384803556115612,0.04857365383117729,0.11527438172997884,2.0,test,1385
cell-030,cgm_mean_glucose,hpp_curated_panel,TabDPT,0.16587232093303017,0.04857365383117729,0.11729866710185288,1.0,test,1385
cell-031,cgm_time_in_range_70_180,hpp_curated_panel,Ridge,0.010336094087284753,0.009342025076767402,0.000994069010517351,5.0,test,1171
cell-031,cgm_time_in_range_70_180,hpp_curated_panel,GBDT,0.011367480706167665,0.009342025076767402,0.0020254556294002635,4.0,test,1171
cell-031,cgm_time_in_range_70_180,hpp_curated_panel,RealMLP,0.011516070400409473,0.009342025076767402,0.002174045323642071,3.0,test,1171
cell-031,cgm_time_in_range_70_180,hpp_curated_panel,TabSwift,-0.02741240540174661,0.009342025076767402,-0.03675443047851401,6.0,test,1171
cell-031,cgm_time_in_range_70_180,hpp_curated_panel,TabICL,0.017866493969268427,0.009342025076767402,0.008524468892501025,2.0,test,1171
cell-031,cgm_time_in_range_70_180,hpp_curated_panel,TabDPT,0.01803920924600133,0.009342025076767402,0.008697184169233929,1.0,test,1171
cell-032,cgm_time_in_range_70_180,hpp_curated_panel,Ridge,0.049133715806874645,0.011020271583736085,0.03811344422313856,5.0,test,1385
cell-032,cgm_time_in_range_70_180,hpp_curated_panel,GBDT,0.04014537959864961,0.011020271583736085,0.029125108014913526,6.0,test,1385
cell-032,cgm_time_in_range_70_180,hpp_curated_panel,RealMLP,0.06023582275858452,0.011020271583736085,0.04921555117484844,4.0,test,1385
cell-032,cgm_time_in_range_70_180,hpp_curated_panel,TabSwift,0.06389045417049055,0.011020271583736085,0.052870182586754466,3.0,test,1385
cell-032,cgm_time_in_range_70_180,hpp_curated_panel,TabICL,0.08733248239538816,0.011020271583736085,0.07631221081165207,1.0,test,1385
cell-032,cgm_time_in_range_70_180,hpp_curated_panel,TabDPT,0.08271749550772345,0.011020271583736085,0.07169722392398736,2.0,test,1385
cell-033,cimt,hpp_curated_panel,Ridge,0.2698511665067078,0.27129289468923945,-0.001441728182531632,3.0,test,1057
cell-033,cimt,hpp_curated_panel,GBDT,0.2716609738907937,0.27129289468923945,0.0003680792015542389,2.0,test,1057
cell-033,cimt,hpp_curated_panel,RealMLP,0.2746105421514211,0.27129289468923945,0.003317647462181661,1.0,test,1057
cell-033,cimt,hpp_curated_panel,TabSwift,0.26477639591298674,0.27129289468923945,-0.0065164987762527105,5.0,test,1057
cell-033,cimt,hpp_curated_panel,TabICL,0.2647569785886431,0.27129289468923945,-0.0065359161005963395,6.0,test,1057
cell-033,cimt,hpp_curated_panel,TabDPT,0.2674290548889747,0.27129289468923945,-0.0038638398002647234,4.0,test,1057
cell-034,cimt,fundus_automorph_features,Ridge,0.29938135775753727,0.2947804284358111,0.004600929321726177,6.0,test,1123
cell-034,cimt,fundus_automorph_features,GBDT,0.3050129355031749,0.2947804284358111,0.010232507067363783,1.0,test,1123
cell-034,cimt,fundus_automorph_features,RealMLP,0.29969211365787995,0.2947804284358111,0.004911685222068862,5.0,test,1123
cell-034,cimt,fundus_automorph_features,TabSwift,0.30308649610109395,0.2947804284358111,0.008306067665282857,2.0,test,1123
cell-034,cimt,fundus_automorph_features,TabICL,0.3006399190579132,0.2947804284358111,0.005859490622102115,4.0,test,1123
cell-034,cimt,fundus_automorph_features,TabDPT,0.30237574612720275,0.2947804284358111,0.0075953176913916565,3.0,test,1123
cell-035,dbp,hpp_curated_panel,Ridge,0.20808430401555067,0.17750438956526293,0.030579914450287737,6.0,test,1425
cell-035,dbp,hpp_curated_panel,GBDT,0.22082127699687504,0.17750438956526293,0.043316887431612106,5.0,test,1425
cell-035,dbp,hpp_curated_panel,RealMLP,0.23041578466816237,0.17750438956526293,0.05291139510289944,4.0,test,1425
cell-035,dbp,hpp_curated_panel,TabSwift,0.23667727214019274,0.17750438956526293,0.05917288257492981,1.0,test,1425
cell-035,dbp,hpp_curated_panel,TabICL,0.23597316368992127,0.17750438956526293,0.05846877412465834,2.0,test,1425
cell-035,dbp,hpp_curated_panel,TabDPT,0.23448025109149973,0.17750438956526293,0.05697586152623679,3.0,test,1425
